date_id,full_date,day,month,month_name,quarter,year,day_of_week,is_weekend
1020,2025-10-16,16,10,OCTOBER,4,2025,THURSDAY,0
1021,2025-10-17,17,10,OCTOBER,4,2025,FRIDAY,0
1022,2025-10-18,18,10,OCTOBER,4,2025,SATURDAY,1
1023,2025-10-19,19,10,OCTOBER,4,2025,SUNDAY,1
1024,2025-10-20,20,10,OCTOBER,4,2025,MONDAY,0
1025,2025-10-21,21,10,OCTOBER,4,2025,TUESDAY,0
1026,2025-10-22,22,10,OCTOBER,4,2025,WEDNESDAY,0
1027,2025-10-23,23,10,OCTOBER,4,2025,THURSDAY,0
1028,2025-10-24,24,10,OCTOBER,4,2025,FRIDAY,0
1029,2025-10-25,25,10,OCTOBER,4,2025,SATURDAY,1
1030,2025-10-26,26,10,OCTOBER,4,2025,SUNDAY,1
1031,2025-10-27,27,10,OCTOBER,4,2025,MONDAY,0
1032,2025-10-28,28,10,OCTOBER,4,2025,TUESDAY,0
1033,2025-10-29,29,10,OCTOBER,4,2025,WEDNESDAY,0
1034,2025-10-30,30,10,OCTOBER,4,2025,THURSDAY,0
1035,2025-10-31,31,10,OCTOBER,4,2025,FRIDAY,0
1036,2025-11-01,1,11,NOVEMBER,4,2025,SATURDAY,1
1037,2025-11-02,2,11,NOVEMBER,4,2025,SUNDAY,1
1038,2025-11-03,3,11,NOVEMBER,4,2025,MONDAY,0
1039,2025-11-04,4,11,NOVEMBER,4,2025,TUESDAY,0
1040,2025-11-05,5,11,NOVEMBER,4,2025,WEDNESDAY,0
1041,2025-11-06,6,11,NOVEMBER,4,2025,THURSDAY,0
1042,2025-11-07,7,11,NOVEMBER,4,2025,FRIDAY,0
1043,2025-11-08,8,11,NOVEMBER,4,2025,SATURDAY,1
1044,2025-11-09,9,11,NOVEMBER,4,2025,SUNDAY,1
1045,2025-11-10,10,11,NOVEMBER,4,2025,MONDAY,0
1046,2025-11-11,11,11,NOVEMBER,4,2025,TUESDAY,0
1047,2025-11-12,12,11,NOVEMBER,4,2025,WEDNESDAY,0
1048,2025-11-13,13,11,NOVEMBER,4,2025,THURSDAY,0
1049,2025-11-14,14,11,NOVEMBER,4,2025,FRIDAY,0
1050,2025-11-15,15,11,NOVEMBER,4,2025,SATURDAY,1
1051,2025-11-16,16,11,NOVEMBER,4,2025,SUNDAY,1
1052,2025-11-17,17,11,NOVEMBER,4,2025,MONDAY,0
1053,2025-11-18,18,11,NOVEMBER,4,2025,TUESDAY,0
1054,2025-11-19,19,11,NOVEMBER,4,2025,WEDNESDAY,0
1055,2025-11-20,20,11,NOVEMBER,4,2025,THURSDAY,0
1056,2025-11-21,21,11,NOVEMBER,4,2025,FRIDAY,0
1057,2025-11-22,22,11,NOVEMBER,4,2025,SATURDAY,1
1058,2025-11-23,23,11,NOVEMBER,4,2025,SUNDAY,1
1059,2025-11-24,24,11,NOVEMBER,4,2025,MONDAY,0
1060,2025-11-25,25,11,NOVEMBER,4,2025,TUESDAY,0
1061,2025-11-26,26,11,NOVEMBER,4,2025,WEDNESDAY,0
1062,2025-11-27,27,11,NOVEMBER,4,2025,THURSDAY,0
1063,2025-11-28,28,11,NOVEMBER,4,2025,FRIDAY,0
1064,2025-11-29,29,11,NOVEMBER,4,2025,SATURDAY,1
1065,2025-11-30,30,11,NOVEMBER,4,2025,SUNDAY,1
1066,2025-12-01,1,12,DECEMBER,4,2025,MONDAY,0
1067,2025-12-02,2,12,DECEMBER,4,2025,TUESDAY,0
1068,2025-12-03,3,12,DECEMBER,4,2025,WEDNESDAY,0
1069,2025-12-04,4,12,DECEMBER,4,2025,THURSDAY,0
1070,2025-12-05,5,12,DECEMBER,4,2025,FRIDAY,0
1071,2025-12-06,6,12,DECEMBER,4,2025,SATURDAY,1
1072,2025-12-07,7,12,DECEMBER,4,2025,SUNDAY,1
1073,2025-12-08,8,12,DECEMBER,4,2025,MONDAY,0
1074,2025-12-09,9,12,DECEMBER,4,2025,TUESDAY,0
1075,2025-12-10,10,12,DECEMBER,4,2025,WEDNESDAY,0
1076,2025-12-11,11,12,DECEMBER,4,2025,THURSDAY,0
1077,2025-12-12,12,12,DECEMBER,4,2025,FRIDAY,0
1078,2025-12-13,13,12,DECEMBER,4,2025,SATURDAY,1
1079,2025-12-14,14,12,DECEMBER,4,2025,SUNDAY,1
1080,2025-12-15,15,12,DECEMBER,4,2025,MONDAY,0
1081,2025-12-16,16,12,DECEMBER,4,2025,TUESDAY,0
1082,2025-12-17,17,12,DECEMBER,4,2025,WEDNESDAY,0
1083,2025-12-18,18,12,DECEMBER,4,2025,THURSDAY,0
1084,2025-12-19,19,12,DECEMBER,4,2025,FRIDAY,0
1085,2025-12-20,20,12,DECEMBER,4,2025,SATURDAY,1
1086,2025-12-21,21,12,DECEMBER,4,2025,SUNDAY,1
1087,2025-12-22,22,12,DECEMBER,4,2025,MONDAY,0
1088,2025-12-23,23,12,DECEMBER,4,2025,TUESDAY,0
1089,2025-12-24,24,12,DECEMBER,4,2025,WEDNESDAY,0
1090,2025-12-25,25,12,DECEMBER,4,2025,THURSDAY,0
1091,2025-12-26,26,12,DECEMBER,4,2025,FRIDAY,0
1092,2025-12-27,27,12,DECEMBER,4,2025,SATURDAY,1
1093,2025-12-28,28,12,DECEMBER,4,2025,SUNDAY,1
1094,2025-12-29,29,12,DECEMBER,4,2025,MONDAY,0
1095,2025-12-30,30,12,DECEMBER,4,2025,TUESDAY,0
1096,2025-12-31,31,12,DECEMBER,4,2025,WEDNESDAY,0
